Loaded /home/lzq/ExpEval/exe_res/epic_r2p1d_random_full.pt
P01_19_3910-rinse-glass: 0.44333982151001694
P01_19_3913-rinse-knife: 0.01881548808887601
P01_19_3950-rinse-sponge: 0.09414260042831302
P01_19_3973-rinse-cloth: 0.08513857631012797
P01_19_3976-rinse-cloth: 0.047718743961304426
P01_19_3986-hang-cloth: 0.13353386668488385
P02_01_4005-open-cupboard: 0.05513642102479935
P02_01_4033-put-spoon: 0.48388342251535504
P02_02_4107-wash-knife: 0.11522419756278396
P02_02_4111-wash-spoon: 0.4216721665998921
P02_02_4113-wash-spoon: 0.42414600343909115
P02_03_4188-put-lid: 0.025247714295983315
P02_03_4202-close-cupboard: 0.08701852798461913
P02_03_4206-open-fridge: 0.1695983089040965
P02_03_4277-put-onion: 0.5879434564337135
P02_03_4296-pick-pot: 0.0025824880891487114
P02_03_4427-stir-onion: 0.3666758969053626
